company_name,count,selected_datetime,polygon
uber,83,2019-08-03 17:00:09,"POLYGON ((-86.78948707298099 36.15145314829094, -86.771562927019 36.15145314829094, -86.771562927019 36.16592485170907, -86.78948707298099 36.16592485170907, -86.78948707298099 36.15145314829094))"
bird,316,2019-08-03 18:00:09,"POLYGON ((-86.7860922285585 36.15281414829094, -86.7681677714415 36.15281414829094, -86.7681677714415 36.16728585170906, -86.7860922285585 36.16728585170906, -86.7860922285585 36.15281414829094))"
lime,98,2019-08-03 18:00:09,"POLYGON ((-86.7860922285585 36.15281414829094, -86.7681677714415 36.15281414829094, -86.7681677714415 36.16728585170906, -86.7860922285585 36.16728585170906, -86.7860922285585 36.15281414829094))"
lyft,93,2019-08-03 18:00:09,"POLYGON ((-86.7860922285585 36.15281414829094, -86.7681677714415 36.15281414829094, -86.7681677714415 36.16728585170906, -86.7860922285585 36.16728585170906, -86.7860922285585 36.15281414829094))"
spin,124,2019-08-03 18:00:09,"POLYGON ((-86.7860922285585 36.15281414829094, -86.7681677714415 36.15281414829094, -86.7681677714415 36.16728585170906, -86.7860922285585 36.16728585170906, -86.7860922285585 36.15281414829094))"
uber,78,2019-08-03 18:00:09,"POLYGON ((-86.7860922285585 36.15281414829094, -86.7681677714415 36.15281414829094, -86.7681677714415 36.16728585170906, -86.7860922285585 36.16728585170906, -86.7860922285585 36.15281414829094))"
bird,317,2019-08-03 18:00:09,"POLYGON ((-86.78326935247929 36.15389814829093, -86.76534464752069 36.15389814829093, -86.76534464752069 36.16836985170905, -86.78326935247929 36.16836985170905, -86.78326935247929 36.15389814829093))"
lime,98,2019-08-03 18:00:09,"POLYGON ((-86.78326935247929 36.15389814829093, -86.76534464752069 36.15389814829093, -86.76534464752069 36.16836985170905, -86.78326935247929 36.16836985170905, -86.78326935247929 36.15389814829093))"
lyft,91,2019-08-03 18:00:09,"POLYGON ((-86.78326935247929 36.15389814829093, -86.76534464752069 36.15389814829093, -86.76534464752069 36.16836985170905, -86.78326935247929 36.16836985170905, -86.78326935247929 36.15389814829093))"
spin,116,2019-08-03 18:00:09,"POLYGON ((-86.78326935247929 36.15389814829093, -86.76534464752069 36.15389814829093, -86.76534464752069 36.16836985170905, -86.78326935247929 36.16836985170905, -86.78326935247929 36.15389814829093))"
uber,74,2019-08-03 18:00:09,"POLYGON ((-86.78326935247929 36.15389814829093, -86.76534464752069 36.15389814829093, -86.76534464752069 36.16836985170905, -86.78326935247929 36.16836985170905, -86.78326935247929 36.15389814829093))"
bird,318,2019-08-03 18:00:09,"POLYGON ((-86.78429429040376 36.15335514829093, -86.76636970959626 36.15335514829093, -86.76636970959626 36.16782685170907, -86.78429429040376 36.16782685170907, -86.78429429040376 36.15335514829093))"
lime,96,2019-08-03 18:00:09,"POLYGON ((-86.78429429040376 36.15335514829093, -86.76636970959626 36.15335514829093, -86.76636970959626 36.16782685170907, -86.78429429040376 36.16782685170907, -86.78429429040376 36.15335514829093))"
lyft,91,2019-08-03 18:00:09,"POLYGON ((-86.78429429040376 36.15335514829093, -86.76636970959626 36.15335514829093, -86.76636970959626 36.16782685170907, -86.78429429040376 36.16782685170907, -86.78429429040376 36.15335514829093))"
spin,120,2019-08-03 18:00:09,"POLYGON ((-86.78429429040376 36.15335514829093, -86.76636970959626 36.15335514829093, -86.76636970959626 36.16782685170907, -86.78429429040376 36.16782685170907, -86.78429429040376 36.15335514829093))"
uber,75,2019-08-03 18:00:09,"POLYGON ((-86.78429429040376 36.15335514829093, -86.76636970959626 36.15335514829093, -86.76636970959626 36.16782685170907, -86.78429429040376 36.16782685170907, -86.78429429040376 36.15335514829093))"
bird,305,2019-08-03 19:00:08,"POLYGON ((-86.7873702630819 36.15311614829095, -86.7694457369181 36.15311614829095, -86.7694457369181 36.16758785170907, -86.7873702630819 36.16758785170907, -86.7873702630819 36.15311614829095))"
lime,98,2019-08-03 19:00:08,"POLYGON ((-86.7873702630819 36.15311614829095, -86.7694457369181 36.15311614829095, -86.7694457369181 36.16758785170907, -86.7873702630819 36.16758785170907, -86.7873702630819 36.15311614829095))"
lyft,97,2019-08-03 19:00:08,"POLYGON ((-86.7873702630819 36.15311614829095, -86.7694457369181 36.15311614829095, -86.7694457369181 36.16758785170907, -86.7873702630819 36.16758785170907, -86.7873702630819 36.15311614829095))"
spin,108,2019-08-03 19:00:08,"POLYGON ((-86.7873702630819 36.15311614829095, -86.7694457369181 36.15311614829095, -86.7694457369181 36.16758785170907, -86.7873702630819 36.16758785170907, -86.7873702630819 36.15311614829095))"
uber,72,2019-08-03 19:00:08,"POLYGON ((-86.7873702630819 36.15311614829095, -86.7694457369181 36.15311614829095, -86.7694457369181 36.16758785170907, -86.7873702630819 36.16758785170907, -86.7873702630819 36.15311614829095))"
bird,308,2019-08-03 19:00:08,"POLYGON ((-86.78696249721439 36.15516414829094, -86.76903750278561 36.15516414829094, -86.76903750278561 36.16963585170907, -86.78696249721439 36.16963585170907, -86.78696249721439 36.15516414829094))"
lime,105,2019-08-03 19:00:08,"POLYGON ((-86.78696249721439 36.15516414829094, -86.76903750278561 36.15516414829094, -86.76903750278561 36.16963585170907, -86.78696249721439 36.16963585170907, -86.78696249721439 36.15516414829094))"
lyft,102,2019-08-03 19:00:08,"POLYGON ((-86.78696249721439 36.15516414829094, -86.76903750278561 36.15516414829094, -86.76903750278561 36.16963585170907, -86.78696249721439 36.16963585170907, -86.78696249721439 36.15516414829094))"
spin,103,2019-08-03 19:00:08,"POLYGON ((-86.78696249721439 36.15516414829094, -86.76903750278561 36.15516414829094, -86.76903750278561 36.16963585170907, -86.78696249721439 36.16963585170907, -86.78696249721439 36.15516414829094))"
uber,73,2019-08-03 19:00:08,"POLYGON ((-86.78696249721439 36.15516414829094, -86.76903750278561 36.15516414829094, -86.76903750278561 36.16963585170907, -86.78696249721439 36.16963585170907, -86.78696249721439 36.15516414829094))"
bird,310,2019-08-04 14:00:08,"POLYGON ((-86.79222803377391 36.15111014829093, -86.77430396622609 36.15111014829093, -86.77430396622609 36.16558185170907, -86.79222803377391 36.16558185170907, -86.79222803377391 36.15111014829093))"
lime,163,2019-08-04 14:00:08,"POLYGON ((-86.79222803377391 36.15111014829093, -86.77430396622609 36.15111014829093, -86.77430396622609 36.16558185170907, -86.79222803377391 36.16558185170907, -86.79222803377391 36.15111014829093))"
lyft,118,2019-08-04 14:00:08,"POLYGON ((-86.79222803377391 36.15111014829093, -86.77430396622609 36.15111014829093, -86.77430396622609 36.16558185170907, -86.79222803377391 36.16558185170907, -86.79222803377391 36.15111014829093))"
spin,94,2019-08-04 14:00:08,"POLYGON ((-86.79222803377391 36.15111014829093, -86.77430396622609 36.15111014829093, -86.77430396622609 36.16558185170907, -86.79222803377391 36.16558185170907, -86.79222803377391 36.15111014829093))"
uber,84,2019-08-04 14:00:08,"POLYGON ((-86.79222803377391 36.15111014829093, -86.77430396622609 36.15111014829093, -86.77430396622609 36.16558185170907, -86.79222803377391 36.16558185170907, -86.79222803377391 36.15111014829093))"
bird,307,2019-08-04 15:00:09,"POLYGON ((-86.79153343136225 36.15458814829094, -86.77360856863777 36.15458814829094, -86.77360856863777 36.16905985170906, -86.79153343136225 36.16905985170906, -86.79153343136225 36.15458814829094))"
lime,142,2019-08-04 15:00:09,"POLYGON ((-86.79153343136225 36.15458814829094, -86.77360856863777 36.15458814829094, -86.77360856863777 36.16905985170906, -86.79153343136225 36.16905985170906, -86.79153343136225 36.15458814829094))"
lyft,111,2019-08-04 15:00:09,"POLYGON ((-86.79153343136225 36.15458814829094, -86.77360856863777 36.15458814829094, -86.77360856863777 36.16905985170906, -86.79153343136225 36.16905985170906, -86.79153343136225 36.15458814829094))"
spin,85,2019-08-04 15:00:09,"POLYGON ((-86.79153343136225 36.15458814829094, -86.77360856863777 36.15458814829094, -86.77360856863777 36.16905985170906, -86.79153343136225 36.16905985170906, -86.79153343136225 36.15458814829094))"
uber,79,2019-08-04 15:00:09,"POLYGON ((-86.79153343136225 36.15458814829094, -86.77360856863777 36.15458814829094, -86.77360856863777 36.16905985170906, -86.79153343136225 36.16905985170906, -86.79153343136225 36.15458814829094))"
bird,301,2019-08-04 16:00:08,"POLYGON ((-86.7863981104741 36.15178114829094, -86.76847388952589 36.15178114829094, -86.76847388952589 36.16625285170906, -86.7863981104741 36.16625285170906, -86.7863981104741 36.15178114829094))"
lime,142,2019-08-04 16:00:08,"POLYGON ((-86.7863981104741 36.15178114829094, -86.76847388952589 36.15178114829094, -86.76847388952589 36.16625285170906, -86.7863981104741 36.16625285170906, -86.7863981104741 36.15178114829094))"
lyft,107,2019-08-04 16:00:08,"POLYGON ((-86.7863981104741 36.15178114829094, -86.76847388952589 36.15178114829094, -86.76847388952589 36.16625285170906, -86.7863981104741 36.16625285170906, -86.7863981104741 36.15178114829094))"
spin,98,2019-08-04 16:00:08,"POLYGON ((-86.7863981104741 36.15178114829094, -86.76847388952589 36.15178114829094, -86.76847388952589 36.16625285170906, -86.7863981104741 36.16625285170906, -86.7863981104741 36.15178114829094))"
uber,94,2019-08-04 16:00:08,"POLYGON ((-86.7863981104741 36.15178114829094, -86.76847388952589 36.15178114829094, -86.76847388952589 36.16625285170906, -86.7863981104741 36.16625285170906, -86.7863981104741 36.15178114829094))"
bird,304,2019-08-04 22:00:09,"POLYGON ((-86.78693621644113 36.15270814829095, -86.76901178355887 36.15270814829095, -86.76901178355887 36.16717985170907, -86.78693621644113 36.16717985170907, -86.78693621644113 36.15270814829095))"
lime,95,2019-08-04 22:00:09,"POLYGON ((-86.78693621644113 36.15270814829095, -86.76901178355887 36.15270814829095, -86.76901178355887 36.16717985170907, -86.78693621644113 36.16717985170907, -86.78693621644113 36.15270814829095))"
lyft,99,2019-08-04 22:00:09,"POLYGON ((-86.78693621644113 36.15270814829095, -86.76901178355887 36.15270814829095, -86.76901178355887 36.16717985170907, -86.78693621644113 36.16717985170907, -86.78693621644113 36.15270814829095))"
spin,87,2019-08-04 22:00:09,"POLYGON ((-86.78693621644113 36.15270814829095, -86.76901178355887 36.15270814829095, -86.76901178355887 36.16717985170907, -86.78693621644113 36.16717985170907, -86.78693621644113 36.15270814829095))"
uber,81,2019-08-04 22:00:09,"POLYGON ((-86.78693621644113 36.15270814829095, -86.76901178355887 36.15270814829095, -86.76901178355887 36.16717985170907, -86.78693621644113 36.16717985170907, -86.78693621644113 36.15270814829095))"
bird,304,2019-08-04 22:00:09,"POLYGON ((-86.78799743616388 36.15463014829094, -86.77007256383611 36.15463014829094, -86.77007256383611 36.16910185170907, -86.78799743616388 36.16910185170907, -86.78799743616388 36.15463014829094))"
lime,92,2019-08-04 22:00:09,"POLYGON ((-86.78799743616388 36.15463014829094, -86.77007256383611 36.15463014829094, -86.77007256383611 36.16910185170907, -86.78799743616388 36.16910185170907, -86.78799743616388 36.15463014829094))"
lyft,94,2019-08-04 22:00:09,"POLYGON ((-86.78799743616388 36.15463014829094, -86.77007256383611 36.15463014829094, -86.77007256383611 36.16910185170907, -86.78799743616388 36.16910185170907, -86.78799743616388 36.15463014829094))"
spin,87,2019-08-04 22:00:09,"POLYGON ((-86.78799743616388 36.15463014829094, -86.77007256383611 36.15463014829094, -86.77007256383611 36.16910185170907, -86.78799743616388 36.16910185170907, -86.78799743616388 36.15463014829094))"
uber,78,2019-08-04 22:00:09,"POLYGON ((-86.78799743616388 36.15463014829094, -86.77007256383611 36.15463014829094, -86.77007256383611 36.16910185170907, -86.78799743616388 36.16910185170907, -86.78799743616388 36.15463014829094))"
bird,302,2019-08-04 22:00:09,"POLYGON ((-86.78780945674254 36.15481014829093, -86.76988454325748 36.15481014829093, -86.76988454325748 36.16928185170905, -86.78780945674254 36.16928185170905, -86.78780945674254 36.15481014829093))"
lime,89,2019-08-04 22:00:09,"POLYGON ((-86.78780945674254 36.15481014829093, -86.76988454325748 36.15481014829093, -86.76988454325748 36.16928185170905, -86.78780945674254 36.16928185170905, -86.78780945674254 36.15481014829093))"
lyft,94,2019-08-04 22:00:09,"POLYGON ((-86.78780945674254 36.15481014829093, -86.76988454325748 36.15481014829093, -86.76988454325748 36.16928185170905, -86.78780945674254 36.16928185170905, -86.78780945674254 36.15481014829093))"
spin,87,2019-08-04 22:00:09,"POLYGON ((-86.78780945674254 36.15481014829093, -86.76988454325748 36.15481014829093, -86.76988454325748 36.16928185170905, -86.78780945674254 36.16928185170905, -86.78780945674254 36.15481014829093))"
uber,78,2019-08-04 22:00:09,"POLYGON ((-86.78780945674254 36.15481014829093, -86.76988454325748 36.15481014829093, -86.76988454325748 36.16928185170905, -86.78780945674254 36.16928185170905, -86.78780945674254 36.15481014829093))"
bird,319,2019-08-04 23:00:08,"POLYGON ((-86.78559637545797 36.15409914829094, -86.76767162454205 36.15409914829094, -86.76767162454205 36.16857085170908, -86.78559637545797 36.16857085170908, -86.78559637545797 36.15409914829094))"
lime,90,2019-08-04 23:00:08,"POLYGON ((-86.78559637545797 36.15409914829094, -86.76767162454205 36.15409914829094, -86.76767162454205 36.16857085170908, -86.78559637545797 36.16857085170908, -86.78559637545797 36.15409914829094))"
lyft,87,2019-08-04 23:00:08,"POLYGON ((-86.78559637545797 36.15409914829094, -86.76767162454205 36.15409914829094, -86.76767162454205 36.16857085170908, -86.78559637545797 36.16857085170908, -86.78559637545797 36.15409914829094))"
spin,90,2019-08-04 23:00:08,"POLYGON ((-86.78559637545797 36.15409914829094, -86.76767162454205 36.15409914829094, -86.76767162454205 36.16857085170908, -86.78559637545797 36.16857085170908, -86.78559637545797 36.15409914829094))"
uber,78,2019-08-04 23:00:08,"POLYGON ((-86.78559637545797 36.15409914829094, -86.76767162454205 36.15409914829094, -86.76767162454205 36.16857085170908, -86.78559637545797 36.16857085170908, -86.78559637545797 36.15409914829094))"
bird,306,2019-08-04 23:00:08,"POLYGON ((-86.78426228983216 36.15335014829095, -86.76633771016785 36.15335014829095, -86.76633771016785 36.16782185170906, -86.78426228983216 36.16782185170906, -86.78426228983216 36.15335014829095))"
lime,86,2019-08-04 23:00:08,"POLYGON ((-86.78426228983216 36.15335014829095, -86.76633771016785 36.15335014829095, -86.76633771016785 36.16782185170906, -86.78426228983216 36.16782185170906, -86.78426228983216 36.15335014829095))"
lyft,85,2019-08-04 23:00:08,"POLYGON ((-86.78426228983216 36.15335014829095, -86.76633771016785 36.15335014829095, -86.76633771016785 36.16782185170906, -86.78426228983216 36.16782185170906, -86.78426228983216 36.15335014829095))"
spin,89,2019-08-04 23:00:08,"POLYGON ((-86.78426228983216 36.15335014829095, -86.76633771016785 36.15335014829095, -86.76633771016785 36.16782185170906, -86.78426228983216 36.16782185170906, -86.78426228983216 36.15335014829095))"
uber,73,2019-08-04 23:00:08,"POLYGON ((-86.78426228983216 36.15335014829095, -86.76633771016785 36.15335014829095, -86.76633771016785 36.16782185170906, -86.78426228983216 36.16782185170906, -86.78426228983216 36.15335014829095))"
bird,315,2019-08-04 23:00:08,"POLYGON ((-86.78589441947246 36.15448414829093, -86.76796958052755 36.15448414829093, -86.76796958052755 36.16895585170906, -86.78589441947246 36.16895585170906, -86.78589441947246 36.15448414829093))"
lime,88,2019-08-04 23:00:08,"POLYGON ((-86.78589441947246 36.15448414829093, -86.76796958052755 36.15448414829093, -86.76796958052755 36.16895585170906, -86.78589441947246 36.16895585170906, -86.78589441947246 36.15448414829093))"
lyft,88,2019-08-04 23:00:08,"POLYGON ((-86.78589441947246 36.15448414829093, -86.76796958052755 36.15448414829093, -86.76796958052755 36.16895585170906, -86.78589441947246 36.16895585170906, -86.78589441947246 36.15448414829093))"
spin,92,2019-08-04 23:00:08,"POLYGON ((-86.78589441947246 36.15448414829093, -86.76796958052755 36.15448414829093, -86.76796958052755 36.16895585170906, -86.78589441947246 36.16895585170906, -86.78589441947246 36.15448414829093))"
uber,78,2019-08-04 23:00:08,"POLYGON ((-86.78589441947246 36.15448414829093, -86.76796958052755 36.15448414829093, -86.76796958052755 36.16895585170906, -86.78589441947246 36.16895585170906, -86.78589441947246 36.15448414829093))"
bird,322,2019-08-04 23:00:08,"POLYGON ((-86.78634735293659 36.15390214829095, -86.7684226470634 36.15390214829095, -86.7684226470634 36.16837385170906, -86.78634735293659 36.16837385170906, -86.78634735293659 36.15390214829095))"
lime,91,2019-08-04 23:00:08,"POLYGON ((-86.78634735293659 36.15390214829095, -86.7684226470634 36.15390214829095, -86.7684226470634 36.16837385170906, -86.78634735293659 36.16837385170906, -86.78634735293659 36.15390214829095))"
lyft,88,2019-08-04 23:00:08,"POLYGON ((-86.78634735293659 36.15390214829095, -86.7684226470634 36.15390214829095, -86.7684226470634 36.16837385170906, -86.78634735293659 36.16837385170906, -86.78634735293659 36.15390214829095))"
spin,88,2019-08-04 23:00:08,"POLYGON ((-86.78634735293659 36.15390214829095, -86.7684226470634 36.15390214829095, -86.7684226470634 36.16837385170906, -86.78634735293659 36.16837385170906, -86.78634735293659 36.15390214829095))"
uber,80,2019-08-04 23:00:08,"POLYGON ((-86.78634735293659 36.15390214829095, -86.7684226470634 36.15390214829095, -86.7684226470634 36.16837385170906, -86.78634735293659 36.16837385170906, -86.78634735293659 36.15390214829095))"
bird,319,2019-08-04 23:00:08,"POLYGON ((-86.78480039226339 36.15424614829094, -86.76687560773659 36.15424614829094, -86.76687560773659 36.16871785170906, -86.78480039226339 36.16871785170906, -86.78480039226339 36.15424614829094))"
lime,87,2019-08-04 23:00:08,"POLYGON ((-86.78480039226339 36.15424614829094, -86.76687560773659 36.15424614829094, -86.76687560773659 36.16871785170906, -86.78480039226339 36.16871785170906, -86.78480039226339 36.15424614829094))"
lyft,87,2019-08-04 23:00:08,"POLYGON ((-86.78480039226339 36.15424614829094, -86.76687560773659 36.15424614829094, -86.76687560773659 36.16871785170906, -86.78480039226339 36.16871785170906, -86.78480039226339 36.15424614829094))"
spin,89,2019-08-04 23:00:08,"POLYGON ((-86.78480039226339 36.15424614829094, -86.76687560773659 36.15424614829094, -86.76687560773659 36.16871785170906, -86.78480039226339 36.16871785170906, -86.78480039226339 36.15424614829094))"
uber,74,2019-08-04 23:00:08,"POLYGON ((-86.78480039226339 36.15424614829094, -86.76687560773659 36.15424614829094, -86.76687560773659 36.16871785170906, -86.78480039226339 36.16871785170906, -86.78480039226339 36.15424614829094))"
bird,306,2019-08-05 00:00:08,"POLYGON ((-86.78679144080414 36.15217527671534, -86.76886712975005 36.15217527671534, -86.76886712975005 36.16664698013346, -86.78679144080414 36.16664698013346, -86.78679144080414 36.15217527671534))"
lime,93,2019-08-05 00:00:08,"POLYGON ((-86.78679144080414 36.15217527671534, -86.76886712975005 36.15217527671534, -86.76886712975005 36.16664698013346, -86.78679144080414 36.16664698013346, -86.78679144080414 36.15217527671534))"
lyft,82,2019-08-05 00:00:08,"POLYGON ((-86.78679144080414 36.15217527671534, -86.76886712975005 36.15217527671534, -86.76886712975005 36.16664698013346, -86.78679144080414 36.16664698013346, -86.78679144080414 36.15217527671534))"
spin,89,2019-08-05 00:00:08,"POLYGON ((-86.78679144080414 36.15217527671534, -86.76886712975005 36.15217527671534, -86.76886712975005 36.16664698013346, -86.78679144080414 36.16664698013346, -86.78679144080414 36.15217527671534))"
uber,81,2019-08-05 00:00:08,"POLYGON ((-86.78679144080414 36.15217527671534, -86.76886712975005 36.15217527671534, -86.76886712975005 36.16664698013346, -86.78679144080414 36.16664698013346, -86.78679144080414 36.15217527671534))"
bird,307,2019-08-05 00:00:08,"POLYGON ((-86.78606238288893 36.15416414829095, -86.76813761711108 36.15416414829095, -86.76813761711108 36.16863585170907, -86.78606238288893 36.16863585170907, -86.78606238288893 36.15416414829095))"
lime,87,2019-08-05 00:00:08,"POLYGON ((-86.78606238288893 36.15416414829095, -86.76813761711108 36.15416414829095, -86.76813761711108 36.16863585170907, -86.78606238288893 36.16863585170907, -86.78606238288893 36.15416414829095))"
lyft,82,2019-08-05 00:00:08,"POLYGON ((-86.78606238288893 36.15416414829095, -86.76813761711108 36.15416414829095, -86.76813761711108 36.16863585170907, -86.78606238288893 36.16863585170907, -86.78606238288893 36.15416414829095))"
spin,89,2019-08-05 00:00:08,"POLYGON ((-86.78606238288893 36.15416414829095, -86.76813761711108 36.15416414829095, -86.76813761711108 36.16863585170907, -86.78606238288893 36.16863585170907, -86.78606238288893 36.15416414829095))"
uber,79,2019-08-05 00:00:08,"POLYGON ((-86.78606238288893 36.15416414829095, -86.76813761711108 36.15416414829095, -86.76813761711108 36.16863585170907, -86.78606238288893 36.16863585170907, -86.78606238288893 36.15416414829095))"
bird,302,2019-08-05 01:00:09,"POLYGON ((-86.78704150243037 36.15283819368705, -86.76911703981585 36.15283819368705, -86.76911703981585 36.16730989710516, -86.78704150243037 36.16730989710516, -86.78704150243037 36.15283819368705))"
lime,94,2019-08-05 01:00:09,"POLYGON ((-86.78704150243037 36.15283819368705, -86.76911703981585 36.15283819368705, -86.76911703981585 36.16730989710516, -86.78704150243037 36.16730989710516, -86.78704150243037 36.15283819368705))"
lyft,76,2019-08-05 01:00:09,"POLYGON ((-86.78704150243037 36.15283819368705, -86.76911703981585 36.15283819368705, -86.76911703981585 36.16730989710516, -86.78704150243037 36.16730989710516, -86.78704150243037 36.15283819368705))"
spin,87,2019-08-05 01:00:09,"POLYGON ((-86.78704150243037 36.15283819368705, -86.76911703981585 36.15283819368705, -86.76911703981585 36.16730989710516, -86.78704150243037 36.16730989710516, -86.78704150243037 36.15283819368705))"
uber,80,2019-08-05 01:00:09,"POLYGON ((-86.78704150243037 36.15283819368705, -86.76911703981585 36.15283819368705, -86.76911703981585 36.16730989710516, -86.78704150243037 36.16730989710516, -86.78704150243037 36.15283819368705))"
bird,301,2019-08-05 01:00:09,"POLYGON ((-86.78569229406195 36.15338714829095, -86.76776770593807 36.15338714829095, -86.76776770593807 36.16785885170907, -86.78569229406195 36.16785885170907, -86.78569229406195 36.15338714829095))"
lime,87,2019-08-05 01:00:09,"POLYGON ((-86.78569229406195 36.15338714829095, -86.76776770593807 36.15338714829095, -86.76776770593807 36.16785885170907, -86.78569229406195 36.16785885170907, -86.78569229406195 36.15338714829095))"
lyft,78,2019-08-05 01:00:09,"POLYGON ((-86.78569229406195 36.15338714829095, -86.76776770593807 36.15338714829095, -86.76776770593807 36.16785885170907, -86.78569229406195 36.16785885170907, -86.78569229406195 36.15338714829095))"
spin,91,2019-08-05 01:00:09,"POLYGON ((-86.78569229406195 36.15338714829095, -86.76776770593807 36.15338714829095, -86.76776770593807 36.16785885170907, -86.78569229406195 36.16785885170907, -86.78569229406195 36.15338714829095))"
uber,77,2019-08-05 01:00:09,"POLYGON ((-86.78569229406195 36.15338714829095, -86.76776770593807 36.15338714829095, -86.76776770593807 36.16785885170907, -86.78569229406195 36.16785885170907, -86.78569229406195 36.15338714829095))"
bird,310,2019-08-05 08:00:08,"POLYGON ((-86.78791503800321 36.15114714829094, -86.7699909619968 36.15114714829094, -86.7699909619968 36.16561885170907, -86.78791503800321 36.16561885170907, -86.78791503800321 36.15114714829094))"
lime,76,2019-08-05 08:00:08,"POLYGON ((-86.78791503800321 36.15114714829094, -86.7699909619968 36.15114714829094, -86.7699909619968 36.16561885170907, -86.78791503800321 36.16561885170907, -86.78791503800321 36.15114714829094))"
lyft,73,2019-08-05 08:00:08,"POLYGON ((-86.78791503800321 36.15114714829094, -86.7699909619968 36.15114714829094, -86.7699909619968 36.16561885170907, -86.78791503800321 36.16561885170907, -86.78791503800321 36.15114714829094))"
spin,97,2019-08-05 08:00:08,"POLYGON ((-86.78791503800321 36.15114714829094, -86.7699909619968 36.15114714829094, -86.7699909619968 36.16561885170907, -86.78791503800321 36.16561885170907, -86.78791503800321 36.15114714829094))"
uber,80,2019-08-05 08:00:08,"POLYGON ((-86.78791503800321 36.15114714829094, -86.7699909619968 36.15114714829094, -86.7699909619968 36.16561885170907, -86.78791503800321 36.16561885170907, -86.78791503800321 36.15114714829094))"
bird,302,2019-08-05 08:00:08,"POLYGON ((-86.78606237145669 36.15406414829093, -86.76813762854331 36.15406414829093, -86.76813762854331 36.16853585170906, -86.78606237145669 36.16853585170906, -86.78606237145669 36.15406414829093))"
lime,81,2019-08-05 08:00:08,"POLYGON ((-86.78606237145669 36.15406414829093, -86.76813762854331 36.15406414829093, -86.76813762854331 36.16853585170906, -86.78606237145669 36.16853585170906, -86.78606237145669 36.15406414829093))"
lyft,74,2019-08-05 08:00:08,"POLYGON ((-86.78606237145669 36.15406414829093, -86.76813762854331 36.15406414829093, -86.76813762854331 36.16853585170906, -86.78606237145669 36.16853585170906, -86.78606237145669 36.15406414829093))"
spin,91,2019-08-05 08:00:08,"POLYGON ((-86.78606237145669 36.15406414829093, -86.76813762854331 36.15406414829093, -86.76813762854331 36.16853585170906, -86.78606237145669 36.16853585170906, -86.78606237145669 36.15406414829093))"
uber,79,2019-08-05 08:00:08,"POLYGON ((-86.78606237145669 36.15406414829093, -86.76813762854331 36.15406414829093, -86.76813762854331 36.16853585170906, -86.78606237145669 36.16853585170906, -86.78606237145669 36.15406414829093))"
bird,315,2019-08-05 08:00:08,"POLYGON ((-86.78738123370269 36.15285914829094, -86.76945676629732 36.15285914829094, -86.76945676629732 36.16733085170907, -86.78738123370269 36.16733085170907, -86.78738123370269 36.15285914829094))"
lime,84,2019-08-05 08:00:08,"POLYGON ((-86.78738123370269 36.15285914829094, -86.76945676629732 36.15285914829094, -86.76945676629732 36.16733085170907, -86.78738123370269 36.16733085170907, -86.78738123370269 36.15285914829094))"
lyft,72,2019-08-05 08:00:08,"POLYGON ((-86.78738123370269 36.15285914829094, -86.76945676629732 36.15285914829094, -86.76945676629732 36.16733085170907, -86.78738123370269 36.16733085170907, -86.78738123370269 36.15285914829094))"
spin,91,2019-08-05 08:00:08,"POLYGON ((-86.78738123370269 36.15285914829094, -86.76945676629732 36.15285914829094, -86.76945676629732 36.16733085170907, -86.78738123370269 36.16733085170907, -86.78738123370269 36.15285914829094))"
uber,79,2019-08-05 08:00:08,"POLYGON ((-86.78738123370269 36.15285914829094, -86.76945676629732 36.15285914829094, -86.76945676629732 36.16733085170907, -86.78738123370269 36.16733085170907, -86.78738123370269 36.15285914829094))"
bird,333,2019-08-05 09:00:09,"POLYGON ((-86.78746427016954 36.15317814829094, -86.76953972983047 36.15317814829094, -86.76953972983047 36.16764985170907, -86.78746427016954 36.16764985170907, -86.78746427016954 36.15317814829094))"
lime,88,2019-08-05 09:00:09,"POLYGON ((-86.78746427016954 36.15317814829094, -86.76953972983047 36.15317814829094, -86.76953972983047 36.16764985170907, -86.78746427016954 36.16764985170907, -86.78746427016954 36.15317814829094))"
lyft,105,2019-08-05 09:00:09,"POLYGON ((-86.78746427016954 36.15317814829094, -86.76953972983047 36.15317814829094, -86.76953972983047 36.16764985170907, -86.78746427016954 36.16764985170907, -86.78746427016954 36.15317814829094))"
spin,95,2019-08-05 09:00:09,"POLYGON ((-86.78746427016954 36.15317814829094, -86.76953972983047 36.15317814829094, -86.76953972983047 36.16764985170907, -86.78746427016954 36.16764985170907, -86.78746427016954 36.15317814829094))"
uber,80,2019-08-05 09:00:09,"POLYGON ((-86.78746427016954 36.15317814829094, -86.76953972983047 36.15317814829094, -86.76953972983047 36.16764985170907, -86.78746427016954 36.16764985170907, -86.78746427016954 36.15317814829094))"
bird,340,2019-08-05 09:00:09,"POLYGON ((-86.78615214511004 36.15208414829094, -86.76822785488997 36.15208414829094, -86.76822785488997 36.16655585170906, -86.78615214511004 36.16655585170906, -86.78615214511004 36.15208414829094))"
lime,81,2019-08-05 09:00:09,"POLYGON ((-86.78615214511004 36.15208414829094, -86.76822785488997 36.15208414829094, -86.76822785488997 36.16655585170906, -86.78615214511004 36.16655585170906, -86.78615214511004 36.15208414829094))"
